Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
09/12/2023,09/13/2023,Oakwood Beach,OB,79392.00,39400000.00,,243910,dPCR - N1
09/12/2023,09/13/2023,Owls Head,OH,206472.00,82900000.00,,923524,dPCR - N1
09/12/2023,09/13/2023,Port Richmond,PR,154248.00,72800000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
09/12/2023,09/13/2023,Red Hook,RH,177840.00,78400000.00,,257556,dPCR - N1
09/12/2023,09/13/2023,Rockaway,RK,367440.00,236000000.00,,117991,dPCR - N1
09/12/2023,09/13/2023,Tallman Island,TI,326640.00,162000000.00,,457817,dPCR - N1
09/12/2023,09/13/2023,Wards Island,WI,137832.00,116000000.00,,1173448,dPCR - N1
09/17/2023,09/18/2023,26th Ward,26W,152688.00,98100000.00,"Control failed on 9/25/23, reran on 10/2/23",318262,dPCR - N1
09/17/2023,09/18/2023,Bowery Bay,BB,381360.00,178000000.00,"Control failed on 9/25/23, reran on 10/2/23",894311,dPCR - N1
09/17/2023,09/18/2023,Coney Island,CI,222768.00,103000000.00,"Control failed on 9/25/23, reran on 10/2/23",647635,dPCR - N1
09/17/2023,09/18/2023,Hunts Point,HP,152040.00,94200000.00,"Control failed on 9/25/23, reran on 10/2/23. This sample was analyzed in duplicate.",781885,dPCR - N1
09/17/2023,09/18/2023,Jamaica Bay,JA,183240.00,71700000.00,"Control failed on 9/25/23, reran on 10/2/23. This sample was analyzed in duplicate.",735054,dPCR - N1
09/17/2023,09/18/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
09/17/2023,09/18/2023,North River,NR,235008.00,175000000.00,"Control failed on 9/25/23, reran on 10/2/23",649549,dPCR - N1
09/17/2023,09/18/2023,Oakwood Beach,OB,185472.00,85500000.00,"Control failed on 9/25/23, reran on 10/2/23",243910,dPCR - N1
09/17/2023,09/18/2023,Owls Head,OH,769440.00,363000000.00,"Control failed on 9/25/23, reran on 10/2/23",923524,dPCR - N1
09/17/2023,09/18/2023,Port Richmond,PR,233592.00,114000000.00,"Control failed on 9/25/23, reran on 10/2/23",224516,dPCR - N1
09/17/2023,09/18/2023,Red Hook,RH,180000.00,82000000.00,"Control failed on 9/25/23, reran on 10/2/23",257556,dPCR - N1
09/17/2023,09/18/2023,Rockaway,RK,116832.00,78700000.00,"Control failed on 9/25/23, reran on 10/2/23.  This sample was analyzed in duplicate.",117991,dPCR - N1
09/17/2023,09/18/2023,Tallman Island,TI,254880.00,129000000.00,"Control failed on 9/25/23, reran on 10/2/23",457817,dPCR - N1
09/17/2023,09/18/2023,Wards Island,WI,140400.00,126000000.00,"Control failed on 9/25/23, reran on 10/2/23",1173448,dPCR - N1
09/19/2023,09/21/2023,26th Ward,26W,278400.00,152000000.00,This sample was analyzed in duplicate.,318262,dPCR - N1
09/19/2023,09/21/2023,Bowery Bay,BB,347520.00,135000000.00,,894311,dPCR - N1
09/19/2023,09/21/2023,Coney Island,CI,214944.00,119000000.00,,647635,dPCR - N1
09/19/2023,09/21/2023,Hunts Point,HP,184056.00,108000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
09/19/2023,09/21/2023,Jamaica Bay,JA,308400.00,118000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
09/19/2023,09/21/2023,Newtown Creek,NC,285360.00,165000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
09/19/2023,09/21/2023,North River,NR,218088.00,139000000.00,,649549,dPCR - N1
09/19/2023,09/21/2023,Oakwood Beach,OB,152520.00,74600000.00,,243910,dPCR - N1
09/19/2023,09/21/2023,Owls Head,OH,467040.00,163000000.00,,923524,dPCR - N1
09/19/2023,09/21/2023,Port Richmond,PR,243840.00,226000000.00,,224516,dPCR - N1
09/19/2023,09/21/2023,Red Hook,RH,342960.00,126000000.00,,257556,dPCR - N1
09/19/2023,09/21/2023,Rockaway,RK,154944.00,94400000.00,,117991,dPCR - N1
09/19/2023,09/21/2023,Tallman Island,TI,326640.00,181000000.00,,457817,dPCR - N1
09/19/2023,09/21/2023,Wards Island,WI,149352.00,107000000.00,,1173448,dPCR - N1
10/01/2023,10/02/2023,26th Ward,26W,63720.00,46200000.00,"Control failed on 10/10/23, reran on 10/12/23",318262,dPCR - N1
10/01/2023,10/02/2023,Bowery Bay,BB,147744.00,78800000.00,"Control failed on 10/10/23, reran on 10/12/23",894311,dPCR - N1
10/01/2023,10/02/2023,Coney Island,CI,86544.00,68300000.00,"Control failed on 10/10/23, reran on 10/12/23",647635,dPCR - N1
10/01/2023,10/02/2023,Hunts Point,HP,83880.00,62900000.00,"Control failed on 10/10/23, reran on 10/12/23. This sample was analyzed in duplicate.",781885,dPCR - N1
10/01/2023,10/02/2023,Jamaica Bay,JA,128712.00,65000000.00,"Control failed on 10/10/23, reran on 10/12/23. This sample was analyzed in duplicate.",735054,dPCR - N1
10/01/2023,10/02/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
10/01/2023,10/02/2023,North River,NR,176760.00,123000000.00,"Control failed on 10/10/23, reran on 10/12/23",649549,dPCR - N1
10/01/2023,10/02/2023,Oakwood Beach,OB,76896.00,51600000.00,"Control failed on 10/10/23, reran on 10/12/23",243910,dPCR - N1
10/01/2023,10/02/2023,Owls Head,OH,279360.00,113000000.00,"Control failed on 10/10/23, reran on 10/12/23",923524,dPCR - N1
10/01/2023,10/02/2023,Port Richmond,PR,37080.00,23100000.00,"Control failed on 10/10/23, reran on 10/12/23",224516,dPCR - N1
10/01/2023,10/02/2023,Red Hook,RH,73632.00,34600000.00,"Control failed on 10/10/23, reran on 10/12/23",257556,dPCR - N1
10/01/2023,10/02/2023,Rockaway,RK,27864.00,34900000.00,"Control failed on 10/10/23, reran on 10/12/23",117991,dPCR - N1
10/01/2023,10/02/2023,Tallman Island,TI,135216.00,77100000.00,"Control failed on 10/10/23, reran on 10/12/23",457817,dPCR - N1
10/01/2023,10/02/2023,Wards Island,WI,107496.00,89500000.00,"Control failed on 10/10/23, reran on 10/12/23",1173448,dPCR - N1
10/03/2023,10/04/2023,26th Ward,26W,169776.00,115000000.00,,318262,dPCR - N1
10/03/2023,10/04/2023,Bowery Bay,BB,229296.00,104000000.00,This sample was analyzed in duplicate.,894311,dPCR - N1
10/03/2023,10/04/2023,Coney Island,CI,82992.00,57200000.00,,647635,dPCR - N1
10/03/2023,10/04/2023,Hunts Point,HP,167784.00,106000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/03/2023,10/04/2023,Jamaica Bay,JA,186384.00,84500000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/03/2023,10/04/2023,Newtown Creek,NC,175752.00,107000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
10/03/2023,10/04/2023,North River,NR,200376.00,125000000.00,,649549,dPCR - N1
10/03/2023,10/04/2023,Oakwood Beach,OB,10968.00,6370000.00,,243910,dPCR - N1
10/03/2023,10/04/2023,Owls Head,OH,316800.00,121000000.00,,923524,dPCR - N1
10/03/2023,10/04/2023,Port Richmond,PR,144720.00,73200000.00,,224516,dPCR - N1
10/03/2023,10/04/2023,Red Hook,RH,210960.00,96100000.00,,257556,dPCR - N1
10/03/2023,10/04/2023,Rockaway,RK,76032.00,73200000.00,,117991,dPCR - N1
10/03/2023,10/04/2023,Tallman Island,TI,205752.00,102000000.00,,457817,dPCR - N1
10/03/2023,10/04/2023,Wards Island,WI,150600.00,115000000.00,,1173448,dPCR - N1
10/10/2023,10/11/2023,26th Ward,26W,145032.00,81100000.00,,318262,dPCR - N1
10/10/2023,10/11/2023,Bowery Bay,BB,313440.00,129000000.00,,894311,dPCR - N1
10/10/2023,10/11/2023,Coney Island,CI,57936.00,30800000.00,,647635,dPCR - N1
10/10/2023,10/11/2023,Hunts Point,HP,85896.00,49100000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/10/2023,10/11/2023,Jamaica Bay,JA,211272.00,90300000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/10/2023,10/11/2023,Newtown Creek,NC,161928.00,94400000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
10/10/2023,10/11/2023,North River,NR,145392.00,80500000.00,This sample was analyzed in duplicate.,649549,dPCR - N1
10/10/2023,10/11/2023,Oakwood Beach,OB,107232.00,53100000.00,,243910,dPCR - N1
10/10/2023,10/11/2023,Owls Head,OH,127512.00,48600000.00,,923524,dPCR - N1
10/10/2023,10/11/2023,Port Richmond,PR,179712.00,72700000.00,,224516,dPCR - N1
10/10/2023,10/11/2023,Red Hook,RH,71616.00,30500000.00,,257556,dPCR - N1
10/10/2023,10/11/2023,Rockaway,RK,69768.00,58200000.00,,117991,dPCR - N1
10/10/2023,10/11/2023,Tallman Island,TI,231432.00,113000000.00,,457817,dPCR - N1
10/10/2023,10/11/2023,Wards Island,WI,212496.00,153000000.00,,1173448,dPCR - N1
10/15/2023,10/16/2023,26th Ward,26W,60024.00,41400000.00,"Control failed on 10/23/23, reran on 10/30/23",318262,dPCR - N1
10/15/2023,10/16/2023,Bowery Bay,BB,130464.00,61300000.00,"Control failed on 10/23/23, reran on 10/30/23",894311,dPCR - N1
10/15/2023,10/16/2023,Coney Island,CI,43104.00,28200000.00,"Control failed on 10/23/23, reran on 10/30/23",647635,dPCR - N1
10/15/2023,10/16/2023,Hunts Point,HP,47664.00,28400000.00,"Control failed on 10/23/23, reran on 10/30/23. This sample was analyzed in duplicate.",781885,dPCR - N1
10/15/2023,10/16/2023,Jamaica Bay,JA,59208.00,26500000.00,"Control failed on 10/23/23, reran on 10/30/23. This sample was analyzed in triplicate.",735054,dPCR - N1
10/15/2023,10/16/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
10/15/2023,10/16/2023,North River,NR,42840.00,25700000.00,"Control failed on 10/23/23, reran on 10/30/23",649549,dPCR - N1
10/15/2023,10/16/2023,Oakwood Beach,OB,62208.00,33100000.00,"Control failed on 10/23/23, reran on 10/30/23",243910,dPCR - N1
10/15/2023,10/16/2023,Owls Head,OH,158472.00,59800000.00,"Control failed on 10/23/23, reran on 10/30/23",923524,dPCR - N1
10/15/2023,10/16/2023,Port Richmond,PR,83616.00,38100000.00,"Control failed on 10/23/23, reran on 10/30/23",224516,dPCR - N1
10/15/2023,10/16/2023,Red Hook,RH,94248.00,42900000.00,"Control failed on 10/23/23, reran on 10/30/23",257556,dPCR - N1
10/15/2023,10/16/2023,Rockaway,RK,19680.00,16400000.00,"Control failed on 10/23/23, reran on 10/30/23",117991,dPCR - N1
10/15/2023,10/16/2023,Tallman Island,TI,97008.00,47300000.00,"Control failed on 10/23/23, reran on 10/30/23",457817,dPCR - N1
10/15/2023,10/16/2023,Wards Island,WI,43488.00,30400000.00,"Control failed on 10/23/23, reran on 10/30/23",1173448,dPCR - N1
10/22/2023,10/23/2023,26th Ward,26W,97632.00,55700000.00,,318262,dPCR - N1
10/22/2023,10/23/2023,Bowery Bay,BB,219672.00,90600000.00,,894311,dPCR - N1
10/22/2023,10/23/2023,Coney Island,CI,66576.00,32700000.00,,647635,dPCR - N1
10/22/2023,10/23/2023,Hunts Point,HP,74424.00,44000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/22/2023,10/23/2023,Jamaica Bay,JA,81168.00,34700000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/22/2023,10/23/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
10/22/2023,10/23/2023,North River,NR,88608.00,50100000.00,,649549,dPCR - N1
10/22/2023,10/23/2023,Oakwood Beach,OB,61008.00,30100000.00,,243910,dPCR - N1
10/22/2023,10/23/2023,Owls Head,OH,122208.00,43100000.00,,923524,dPCR - N1
10/22/2023,10/23/2023,Port Richmond,PR,83688.00,39500000.00,,224516,dPCR - N1
10/22/2023,10/23/2023,Red Hook,RH,101016.00,38600000.00,This sample was analyzed in duplicate.,257556,dPCR - N1
10/22/2023,10/23/2023,Rockaway,RK,20976.00,14800000.00,,117991,dPCR - N1
10/22/2023,10/23/2023,Tallman Island,TI,92040.00,44900000.00,,457817,dPCR - N1
10/22/2023,10/23/2023,Wards Island,WI,77064.00,49700000.00,,1173448,dPCR - N1
10/24/2023,10/25/2023,26th Ward,26W,72000.00,42000000.00,,318262,dPCR - N1
10/24/2023,10/25/2023,Bowery Bay,BB,146712.00,57800000.00,,894311,dPCR - N1
10/24/2023,10/25/2023,Coney Island,CI,99552.00,46600000.00,,647635,dPCR - N1
10/24/2023,10/25/2023,Hunts Point,HP,51360.00,29100000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/24/2023,10/25/2023,Jamaica Bay,JA,131616.00,54200000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/24/2023,10/25/2023,Newtown Creek,NC,91560.00,52800000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
10/24/2023,10/25/2023,North River,NR,156384.00,98400000.00,,649549,dPCR - N1
10/24/2023,10/25/2023,Oakwood Beach,OB,134016.00,65700000.00,,243910,dPCR - N1
10/24/2023,10/25/2023,Owls Head,OH,174144.00,60700000.00,This sample was analyzed in duplicate.,923524,dPCR - N1
10/24/2023,10/25/2023,Port Richmond,PR,75744.00,31900000.00,,224516,dPCR - N1
10/24/2023,10/25/2023,Red Hook,RH,121176.00,48100000.00,,257556,dPCR - N1
10/24/2023,10/25/2023,Rockaway,RK,49968.00,35300000.00,,117991,dPCR - N1
10/24/2023,10/25/2023,Tallman Island,TI,158568.00,81300000.00,,457817,dPCR - N1
10/24/2023,10/25/2023,Wards Island,WI,80952.00,52800000.00,,1173448,dPCR - N1
10/29/2023,10/30/2023,26th Ward,26W,79008.00,77100000.00,,318262,dPCR - N1
10/29/2023,10/30/2023,Bowery Bay,BB,78264.00,58000000.00,,894311,dPCR - N1
10/29/2023,10/30/2023,Coney Island,CI,77856.00,65500000.00,This sample was analyzed in duplicate.,647635,dPCR - N1
10/29/2023,10/30/2023,Hunts Point,HP,36000.00,31400000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/29/2023,10/30/2023,Jamaica Bay,JA,101712.00,49200000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/29/2023,10/30/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
10/29/2023,10/30/2023,North River,NR,49320.00,39700000.00,,649549,dPCR - N1
10/29/2023,10/30/2023,Oakwood Beach,OB,128520.00,66100000.00,,243910,dPCR - N1
10/29/2023,10/30/2023,Owls Head,OH,75072.00,40300000.00,,923524,dPCR - N1
10/29/2023,10/30/2023,Port Richmond,PR,35832.00,22400000.00,,224516,dPCR - N1
10/29/2023,10/30/2023,Red Hook,RH,38400.00,20900000.00,,257556,dPCR - N1
10/29/2023,10/30/2023,Rockaway,RK,59424.00,45800000.00,,117991,dPCR - N1
10/29/2023,10/30/2023,Tallman Island,TI,66360.00,41700000.00,,457817,dPCR - N1
10/29/2023,10/30/2023,Wards Island,WI,33096.00,33700000.00,,1173448,dPCR - N1
10/31/2023,11/01/2023,26th Ward,26W,53280.00,29800000.00,,318262,dPCR - N1
10/31/2023,11/01/2023,Bowery Bay,BB,167736.00,73800000.00,,894311,dPCR - N1
10/31/2023,11/01/2023,Coney Island,CI,46824.00,24400000.00,,647635,dPCR - N1
10/31/2023,11/01/2023,Hunts Point,HP,77904.00,43400000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
10/31/2023,11/01/2023,Jamaica Bay,JA,55440.00,22300000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
10/31/2023,11/01/2023,Newtown Creek,NC,96792.00,56100000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
10/31/2023,11/01/2023,North River,NR,149736.00,87300000.00,,649549,dPCR - N1
10/31/2023,11/01/2023,Oakwood Beach,OB,94200.00,43900000.00,This sample was analyzed in duplicate.,243910,dPCR - N1
10/31/2023,11/01/2023,Owls Head,OH,165072.00,58200000.00,,923524,dPCR - N1
10/31/2023,11/01/2023,Port Richmond,PR,82056.00,35700000.00,,224516,dPCR - N1
10/31/2023,11/01/2023,Red Hook,RH,93360.00,37000000.00,,257556,dPCR - N1
10/31/2023,11/01/2023,Rockaway,RK,31488.00,22200000.00,,117991,dPCR - N1
10/31/2023,11/01/2023,Tallman Island,TI,93528.00,51000000.00,,457817,dPCR - N1
10/31/2023,11/01/2023,Wards Island,WI,64608.00,44000000.00,,1173448,dPCR - N1
11/05/2023,11/06/2023,26th Ward,26W,75168.00,45600000.00,,318262,dPCR - N1
11/05/2023,11/06/2023,Bowery Bay,BB,106080.00,41700000.00,,894311,dPCR - N1
11/05/2023,11/06/2023,Coney Island,CI,41136.00,20000000.00,,647635,dPCR - N1
11/05/2023,11/06/2023,Hunts Point,HP,104064.00,57900000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/05/2023,11/06/2023,Jamaica Bay,JA,113160.00,46600000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
11/05/2023,11/06/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
11/05/2023,11/06/2023,North River,NR,142800.00,78200000.00,,649549,dPCR - N1
11/05/2023,11/06/2023,Oakwood Beach,OB,35736.00,15800000.00,,243910,dPCR - N1
11/05/2023,11/06/2023,Owls Head,OH,149784.00,52800000.00,,923524,dPCR - N1
11/05/2023,11/06/2023,Port Richmond,PR,122160.00,45300000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
11/05/2023,11/06/2023,Red Hook,RH,114672.00,42100000.00,,257556,dPCR - N1
11/05/2023,11/06/2023,Rockaway,RK,153840.00,104000000.00,,117991,dPCR - N1
11/05/2023,11/06/2023,Tallman Island,TI,129384.00,56700000.00,,457817,dPCR - N1
11/05/2023,11/06/2023,Wards Island,WI,78984.00,54000000.00,,1173448,dPCR - N1
11/12/2023,11/13/2023,26th Ward,26W,33960.00,19400000.00,,318262,dPCR - N1
11/12/2023,11/13/2023,Bowery Bay,BB,98616.00,38700000.00,,894311,dPCR - N1
11/12/2023,11/13/2023,Coney Island,CI,64464.00,29800000.00,,647635,dPCR - N1
11/12/2023,11/13/2023,Hunts Point,HP,44616.00,23500000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/12/2023,11/13/2023,Jamaica Bay,JA,94152.00,38800000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
11/12/2023,11/13/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
11/12/2023,11/13/2023,North River,NR,64872.00,35200000.00,,649549,dPCR - N1
11/12/2023,11/13/2023,Oakwood Beach,OB,97992.00,41800000.00,This sample was analyzed in duplicate.,243910,dPCR - N1
11/12/2023,11/13/2023,Owls Head,OH,4032.00,1440000.00,,923524,dPCR - N1
11/12/2023,11/13/2023,Port Richmond,PR,110544.00,42900000.00,,224516,dPCR - N1
11/12/2023,11/13/2023,Red Hook,RH,135408.00,51700000.00,,257556,dPCR - N1
11/12/2023,11/13/2023,Rockaway,RK,30216.00,20400000.00,,117991,dPCR - N1
11/12/2023,11/13/2023,Tallman Island,TI,91752.00,41000000.00,*Sample Failure-Reran on 11/27/23*,457817,dPCR - N1
11/12/2023,11/13/2023,Wards Island,WI,53376.00,37500000.00,,1173448,dPCR - N1
11/14/2023,11/15/2023,26th Ward,26W,354480.00,215000000.00,,318262,dPCR - N1
11/14/2023,11/15/2023,Bowery Bay,BB,242880.00,91100000.00,,894311,dPCR - N1
11/14/2023,11/15/2023,Coney Island,CI,69696.00,31800000.00,This sample was analyzed in duplicate.,647635,dPCR - N1
11/14/2023,11/15/2023,Hunts Point,HP,133464.00,70400000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/14/2023,11/15/2023,Jamaica Bay,JA,224640.00,85600000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
11/14/2023,11/15/2023,Newtown Creek,NC,135912.00,76300000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
11/14/2023,11/15/2023,North River,NR,121440.00,69400000.00,,649549,dPCR - N1
11/14/2023,11/15/2023,Oakwood Beach,OB,95280.00,37700000.00,,243910,dPCR - N1
11/14/2023,11/15/2023,Owls Head,OH,234768.00,77900000.00,,923524,dPCR - N1
11/14/2023,11/15/2023,Port Richmond,PR,213312.00,74800000.00,,224516,dPCR - N1
11/14/2023,11/15/2023,Red Hook,RH,193488.00,73900000.00,,257556,dPCR - N1
11/14/2023,11/15/2023,Rockaway,RK,63336.00,40600000.00,,117991,dPCR - N1
11/14/2023,11/15/2023,Tallman Island,TI,209160.00,88200000.00,,457817,dPCR - N1
11/14/2023,11/15/2023,Wards Island,WI,101784.00,69900000.00,,1173448,dPCR - N1
11/19/2023,11/20/2023,26th Ward,26W,142872.00,79900000.00,,318262,dPCR - N1
11/19/2023,11/20/2023,Bowery Bay,BB,250800.00,96600000.00,,894311,dPCR - N1
11/19/2023,11/20/2023,Coney Island,CI,142368.00,66600000.00,,647635,dPCR - N1
11/19/2023,11/20/2023,Hunts Point,HP,88608.00,46300000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/19/2023,11/20/2023,Jamaica Bay,JA,148104.00,58000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
11/19/2023,11/20/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
11/19/2023,11/20/2023,North River,NR,49320.00,27600000.00,,649549,dPCR - N1
11/19/2023,11/20/2023,Oakwood Beach,OB,71544.00,29800000.00,,243910,dPCR - N1
11/19/2023,11/20/2023,Owls Head,OH,236832.00,81500000.00,,923524,dPCR - N1
11/19/2023,11/20/2023,Port Richmond,PR,249120.00,91100000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
11/19/2023,11/20/2023,Red Hook,RH,147240.00,49800000.00,,257556,dPCR - N1
11/19/2023,11/20/2023,Rockaway,RK,143568.00,92100000.00,,117991,dPCR - N1
11/19/2023,11/20/2023,Tallman Island,TI,216528.00,94900000.00,,457817,dPCR - N1
11/19/2023,11/20/2023,Wards Island,WI,51216.00,37200000.00,,1173448,dPCR - N1
11/26/2023,11/27/2023,26th Ward,26W,58728.00,45400000.00,,318262,dPCR - N1
11/26/2023,11/27/2023,Bowery Bay,BB,206592.00,131000000.00,,894311,dPCR - N1
11/26/2023,11/27/2023,Coney Island,CI,172920.00,95000000.00,,647635,dPCR - N1
11/26/2023,11/27/2023,Hunts Point,HP,61632.00,52800000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/26/2023,11/27/2023,Jamaica Bay,JA,207696.00,97300000.00,This sample was analyzed in triplicate.,735054,dPCR - N1
11/26/2023,11/27/2023,Newtown Creek,NC,,,No Sample Received,1227810,dPCR - N1
11/26/2023,11/27/2023,North River,NR,120600.00,90700000.00,,649549,dPCR - N1
11/26/2023,11/27/2023,Oakwood Beach,OB,142944.00,67800000.00,,243910,dPCR - N1
11/26/2023,11/27/2023,Owls Head,OH,213552.00,103000000.00,,923524,dPCR - N1
11/26/2023,11/27/2023,Port Richmond,PR,74808.00,45500000.00,*Sample Failure-Reran on 12/18/23*,224516,dPCR - N1
11/26/2023,11/27/2023,Red Hook,RH,92760.00,51800000.00,,257556,dPCR - N1
11/26/2023,11/27/2023,Rockaway,RK,20976.00,14800000.00,,117991,dPCR - N1
11/26/2023,11/27/2023,Tallman Island,TI,104736.00,71900000.00,,457817,dPCR - N1
11/26/2023,11/27/2023,Wards Island,WI,93600.00,87900000.00,,1173448,dPCR - N1
11/28/2023,11/29/2023,26th Ward,26W,85176.00,43600000.00,,318262,dPCR - N1
11/28/2023,11/29/2023,Bowery Bay,BB,125496.00,48300000.00,,894311,dPCR - N1
11/28/2023,11/29/2023,Coney Island,CI,65232.00,25500000.00,This sample was analyzed in duplicate.,647635,dPCR - N1
11/28/2023,11/29/2023,Hunts Point,HP,89856.00,47900000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
11/28/2023,11/29/2023,Jamaica Bay,JA,127152.00,48500000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
11/28/2023,11/29/2023,Newtown Creek,NC,85296.00,50200000.00,,1227810,dPCR - N1
11/28/2023,11/29/2023,North River,NR,95088.00,55400000.00,,649549,dPCR - N1
